"VALDATA","VALVALOR"
"1960-08-01",1.056228e-12
"1960-09-01",1.09836e-12
"1960-10-01",1.153569e-12
"1960-11-01",1.188438e-12
"1960-12-01",1.213136e-12
"1961-01-01",1.236382e-12
"1961-02-01",1.240741e-12
"1961-03-01",1.266892e-12
"1961-04-01",1.329365e-12
"1961-05-01",1.348252e-12
"1961-06-01",1.368592e-12
"1961-07-01",1.388932e-12
"1961-08-01",1.461575e-12
"1961-09-01",1.522595e-12
"1961-10-01",1.648994e-12
"1961-11-01",1.728901e-12
"1961-12-01",1.792827e-12
"1962-01-01",1.887263e-12
"1962-02-01",1.919225e-12
"1962-03-01",1.951188e-12
"1962-04-01",1.96717e-12
"1962-05-01",2.045624e-12
"1962-06-01",2.109549e-12
"1962-07-01",2.205439e-12
"1962-08-01",2.267911e-12
"1962-09-01",2.315856e-12
"1962-10-01",2.379782e-12
"1962-11-01",2.55764e-12
"1962-12-01",2.717978e-12
"1963-01-01",2.955898e-12
"1963-02-01",3.131752e-12
"1963-03-01",3.30502e-12
"1963-04-01",3.356742e-12
"1963-05-01",3.493804e-12
"1963-06-01",3.669658e-12
"1963-07-01",3.806721e-12
"1963-08-01",3.94637e-12
"1963-09-01",4.163601e-12
"1963-10-01",4.419624e-12
"1963-11-01",4.616166e-12
"1963-12-01",4.890292e-12
"1964-01-01",5.441128e-12
"1964-02-01",5.808353e-12
"1964-03-01",6.24023e-12
"1964-04-01",6.514355e-12
"1964-05-01",6.690209e-12
"1964-06-01",6.979851e-12
"1964-07-01",7.42983e-12
"1964-08-01",7.647061e-12
"1964-09-01",7.934117e-12
"1964-10-01",8.288411e-12
"1964-11-01",8.865109e-12
"1964-12-01",9.395257e-12
"1965-01-01",9.847822e-12
"1965-02-01",1.015556e-11
"1965-03-01",1.076588e-11
"1965-04-01",1.101932e-11
"1965-05-01",1.12081e-11
"1965-06-01",1.13374e-11
"1965-07-01",1.164774e-11
"1965-08-01",1.178738e-11
"1965-09-01",1.202013e-11
"1965-10-01",1.226322e-11
"1965-11-01",1.237443e-11
"1965-12-01",1.261235e-11
"1966-01-01",1.357954e-11
"1966-02-01",1.397263e-11
"1966-03-01",1.433727e-11
"1966-04-01",1.501224e-11
"1966-05-01",1.536136e-11
"1966-06-01",1.564583e-11
"1966-07-01",1.616563e-11
"1966-08-01",1.651992e-11
"1966-09-01",1.691301e-11
"1966-10-01",1.725955e-11
"1966-11-01",1.742764e-11
"1966-12-01",1.75466e-11
"1967-01-01",1.83276e-11
"1967-02-01",1.877241e-11
"1967-03-01",1.920428e-11
"1967-04-01",1.968788e-11
"1967-05-01",1.994908e-11
"1967-06-01",2.010941e-11
"1967-07-01",2.067577e-11
"1967-08-01",2.084904e-11
"1967-09-01",2.116454e-11
"1967-10-01",2.148263e-11
"1967-11-01",2.181623e-11
"1967-12-01",2.193519e-11
"1968-01-01",2.265671e-11
"1968-02-01",2.318686e-11
"1968-03-01",2.366787e-11
"1968-04-01",2.419285e-11
"1968-05-01",2.455749e-11
"1968-06-01",2.521694e-11
"1968-07-01",2.557382e-11
"1968-08-01",2.587898e-11
"1968-09-01",2.635223e-11
"1968-10-01",2.694703e-11
"1968-11-01",2.734787e-11
"1968-12-01",2.752631e-11
"1969-01-01",2.799181e-11
"1969-02-01",2.839007e-11
"1969-03-01",2.854006e-11
"1969-04-01",2.889953e-11
"1969-05-01",2.923055e-11
"1969-06-01",2.986414e-11
"1969-07-01",3.055204e-11
"1969-08-01",3.106926e-11
"1969-09-01",3.175457e-11
"1969-10-01",3.227349e-11
"1969-11-01",3.274671e-11
"1969-12-01",3.284136e-11
"1970-01-01",3.325148e-11
"1970-02-01",3.37247e-11
"1970-03-01",3.437143e-11
"1970-04-01",3.448185e-11
"1970-05-01",3.503393e-11
"1970-06-01",3.580686e-11
"1970-07-01",3.642204e-11
"1970-08-01",3.725806e-11
"1970-09-01",3.799944e-11
"1970-10-01",3.85673e-11
"1970-11-01",3.8867e-11
"1970-12-01",3.916671e-11
"1971-01-01",3.979767e-11
"1971-02-01",4.041285e-11
"1971-03-01",4.121732e-11
"1971-04-01",4.193097e-11
"1971-05-01",4.270107e-11
"1971-06-01",4.367634e-11
"1971-07-01",4.432798e-11
"1971-08-01",4.473919e-11
"1971-09-01",4.53828e-11
"1971-10-01",4.593537e-11
"1971-11-01",4.640343e-11
"1971-12-01",4.679214e-11
"1972-01-01",4.756997e-11
"1972-02-01",4.850486e-11
"1972-03-01",4.928942e-11
"1972-04-01",4.981952e-11
"1972-05-01",5.024857e-11
"1972-06-01",5.078807e-11
"1972-07-01",5.148821e-11
"1972-08-01",5.222296e-11
"1972-09-01",5.280695e-11
"1972-10-01",5.330181e-11
"1972-11-01",5.37651e-11
"1972-12-01",5.41486e-11
"1973-01-01",5.504442e-11
"1973-02-01",5.568511e-11
"1973-03-01",5.648524e-11
"1973-04-01",5.730527e-11
"1973-05-01",5.791222e-11
"1973-06-01",5.845342e-11
"1973-07-01",5.905547e-11
"1973-08-01",5.964994e-11
"1973-09-01",6.026653e-11
"1973-10-01",6.114946e-11
"1973-11-01",6.190713e-11
"1973-12-01",6.256542e-11
"1974-01-01",6.44014e-11
"1974-02-01",6.611328e-11
"1974-03-01",6.909536e-11
"1974-04-01",7.26445e-11
"1974-05-01",7.519365e-11
"1974-06-01",7.668303e-11
"1974-07-01",7.75941e-11
"1974-08-01",7.859423e-11
"1974-09-01",7.989667e-11
"1974-10-01",8.109841e-11
"1974-11-01",8.237055e-11
"1974-12-01",8.41793e-11
"1975-01-01",8.606051e-11
"1975-02-01",8.801528e-11
"1975-03-01",8.939904e-11
"1975-04-01",9.100344e-11
"1975-05-01",9.293923e-11
"1975-06-01",9.50065e-11
"1975-07-01",9.701259e-11
"1975-08-01",9.971708e-11
"1975-09-01",1.020188e-10
"1975-10-01",1.043168e-10
"1975-11-01",1.065641e-10
"1975-12-01",1.088875e-10
"1976-01-01",1.122558e-10
"1976-02-01",1.169144e-10
"1976-03-01",1.212282e-10
"1976-04-01",1.257819e-10
"1976-05-01",1.30066e-10
"1976-06-01",1.335386e-10
"1976-07-01",1.386233e-10
"1976-08-01",1.443009e-10
"1976-09-01",1.492551e-10
"1976-10-01",1.527711e-10
"1976-11-01",1.556813e-10
"1976-12-01",1.592548e-10
"1977-01-01",1.652064e-10
"1977-02-01",1.704398e-10
"1977-03-01",1.775158e-10
"1977-04-01",1.847523e-10
"1977-05-01",1.913695e-10
"1977-06-01",1.951271e-10
"1977-07-01",1.991574e-10
"1977-08-01",2.017426e-10
"1977-09-01",2.053165e-10
"1977-10-01",2.10945e-10
"1977-11-01",2.164515e-10
"1977-12-01",2.210135e-10
"1978-01-01",2.268921e-10
"1978-02-01",2.346064e-10
"1978-03-01",2.423365e-10
"1978-04-01",2.504698e-10
"1978-05-01",2.585073e-10
"1978-06-01",2.678934e-10
"1978-07-01",2.75454e-10
"1978-08-01",2.828e-10
"1978-09-01",2.900214e-10
"1978-10-01",2.983457e-10
"1978-11-01",3.065498e-10
"1978-12-01",3.11207e-10
"1979-01-01",3.226508e-10
"1979-02-01",3.347431e-10
"1979-03-01",3.54071e-10
"1979-04-01",3.674342e-10
"1979-05-01",3.760308e-10
"1979-06-01",3.889879e-10
"1979-07-01",4.059408e-10
"1979-08-01",4.296261e-10
"1979-09-01",4.626804e-10
"1979-10-01",4.869682e-10
"1979-11-01",5.140737e-10
"1979-12-01",5.516021e-10
"1980-01-01",5.860237e-10
"1980-02-01",6.106183e-10
"1980-03-01",6.507523e-10
"1980-04-01",6.880058e-10
"1980-05-01",7.31977e-10
"1980-06-01",7.749001e-10
"1980-07-01",8.403514e-10
"1980-08-01",8.984787e-10
"1980-09-01",9.459265e-10
"1980-10-01",1.018261e-09
"1980-11-01",1.09514e-09
"1980-12-01",1.159685e-09
"1981-01-01",1.235792e-09
"1981-02-01",1.340589e-09
"1981-03-01",1.439346e-09
"1981-04-01",1.518076e-09
"1981-05-01",1.612085e-09
"1981-06-01",1.684094e-09
"1981-07-01",1.769604e-09
"1981-08-01",1.888716e-09
"1981-09-01",1.9845e-09
"1981-10-01",2.070886e-09
"1981-11-01",2.180857e-09
"1981-12-01",2.26366e-09
"1982-01-01",2.405944e-09
"1982-02-01",2.570738e-09
"1982-03-01",2.756555e-09
"1982-04-01",2.904293e-09
"1982-05-01",3.08202e-09
"1982-06-01",3.328349e-09
"1982-07-01",3.529973e-09
"1982-08-01",3.734755e-09
"1982-09-01",3.871382e-09
"1982-10-01",4.056442e-09
"1982-11-01",4.259352e-09
"1982-12-01",4.520998e-09
"1983-01-01",4.929945e-09
"1983-02-01",5.251314e-09
"1983-03-01",5.781023e-09
"1983-04-01",6.312661e-09
"1983-05-01",6.716671e-09
"1983-06-01",7.563319e-09
"1983-07-01",8.569628e-09
"1983-08-01",9.436254e-09
"1983-09-01",1.064332e-08
"1983-10-01",1.205508e-08
"1983-11-01",1.307183e-08
"1983-12-01",1.405993e-08
"1984-01-01",1.54397e-08
"1984-02-01",1.733245e-08
"1984-03-01",1.905728e-08
"1984-04-01",2.076101e-08
"1984-05-01",2.260046e-08
"1984-06-01",2.469085e-08
"1984-07-01",2.723872e-08
"1984-08-01",3.013206e-08
"1984-09-01",3.329869e-08
"1984-10-01",3.748743e-08
"1984-11-01",4.118964e-08
"1984-12-01",4.552771e-08
"1985-01-01",5.128074e-08
"1985-02-01",5.649185e-08
"1985-03-01",6.367097e-08
"1985-04-01",6.82657e-08
"1985-05-01",7.357849e-08
"1985-06-01",7.935015e-08
"1985-07-01",8.642482e-08
"1985-08-01",9.852312e-08
"1985-09-01",1.075208e-07
"1985-10-01",1.172484e-07
"1985-11-01",1.347772e-07
"1985-12-01",1.525661e-07
"1986-01-01",1.797041e-07
"1986-02-01",2.066224e-07
"1986-03-01",2.180345e-07
"1986-04-01",2.167655e-07
"1986-05-01",2.174589e-07
"1986-06-01",2.186079e-07
"1986-07-01",2.199903e-07
"1986-08-01",2.229207e-07
"1986-09-01",2.253561e-07
"1986-10-01",2.284805e-07
"1986-11-01",2.340906e-07
"1986-12-01",2.517841e-07
"1987-01-01",2.820931e-07
"1987-02-01",3.218866e-07
"1987-03-01",3.701659e-07
"1987-04-01",4.444787e-07
"1987-05-01",5.670751e-07
"1987-06-01",7.138059e-07
"1987-07-01",7.804132e-07
"1987-08-01",8.155168e-07
"1987-09-01",8.808966e-07
"1987-10-01",9.79095e-07
"1987-11-01",1.120723e-06
"1987-12-01",1.29879e-06
"1988-01-01",1.547402e-06
"1988-02-01",1.820455e-06
"1988-03-01",2.151096e-06
"1988-04-01",2.588467e-06
"1988-05-01",3.093478e-06
"1988-06-01",3.737849e-06
